dbj|LC037090.1|	303691	Canthidermis maculata	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Balistoidea;Balistidae;Canthidermis;Canthidermis maculata	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Canthidermis;Canthidermis maculata
gb|MZ605536.1|	182665	Caesio caerulaurea	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Caesioninae;Caesio;Caesio caerulaurea	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Caesio;Caesio caerulaurea
gb|MZ605538.1|	1435198	Carangoides oblongus	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Carangoides;Carangoides oblongus	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Carangoides;Carangoides oblongus
dbj|LC037009.1|	1435198	Carangoides oblongus	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Carangoides;Carangoides oblongus	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Carangoides;Carangoides oblongus
gb|FJ374798.1|	141264	Rachycentron canadum	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Rachycentridae;Rachycentron;Rachycentron canadum	Eukaryota;Chordata;Actinopteri;Carangiformes;Rachycentridae;Rachycentron;Rachycentron canadum
dbj|LC049695.1|	13323	Acanthocybium solandri	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Scombridae;Scombrinae;Scomberomorini;Acanthocybium;Acanthocybium solandri	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Acanthocybium;Acanthocybium solandri
gb|DQ854648.1|	13323	Acanthocybium solandri	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Scombridae;Scombrinae;Scomberomorini;Acanthocybium;Acanthocybium solandri	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Acanthocybium;Acanthocybium solandri
gb|AF197149.1|	13323	Acanthocybium solandri	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Scombridae;Scombrinae;Scomberomorini;Acanthocybium;Acanthocybium solandri	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Acanthocybium;Acanthocybium solandri
gb|OP537848.1|	13323	Acanthocybium solandri	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Scombridae;Scombrinae;Scomberomorini;Acanthocybium;Acanthocybium solandri	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Acanthocybium;Acanthocybium solandri
gb|OQ846640.1|	13323	Acanthocybium solandri	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Scombridae;Scombrinae;Scomberomorini;Acanthocybium;Acanthocybium solandri	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Acanthocybium;Acanthocybium solandri
